Tipo, Título, Data, Relator, Sumário, Processo, Tipo de Processo, Interessado / Responsável / Recorrente, Entidade, Representante do Ministério Público, Unidade Técnica, Representante Legal, Assunto, Endereço do Arquivo
"ACÓRDÃO", "ACÓRDÃO 1518/2024 ATA 31/2024 - PLENÁRIO", "31/07/2024", "ANTONIO ANASTASIA", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. DESCLASSIFICAÇÃO INDEVIDA DE LICITANTE POR INEXEQUIBILIDADE DE SUA PROPOSTA. NULIDADE DO CONTRATO. RETORNO DO PROCESSO LICITATÓRIO À FASE DE CLASSIFICAÇÃO. EMBARGOS DE DECLARAÇÃO. CONHECIMENTO. NÃO ACOLHIMENTO. PEDIDO DE REEXAME. RAZÕES RECURSAIS INSUFICIENTES PARA ALTERAR O MÉRITO DO ACÓRDÃO. NEGATIVA DE PROVIMENTO DO RECURSO. EMBARGOS DE DECLARAÇÃO. CONHECIMENTO. NÃO ACOLHIMENTO.", "033.093/2023-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis/Recorrentes:<br>3.1. Interessado: Estrategica Engenharia Ltda (35.467.604/0001-27).<br>3.2. Recorrente: Estrategica Engenharia Ltda (35.467.604/0001-27).", " Superintendência Regional do Dnit No Estado de Pernambuco - DNIT/MT.", " não atuou.", " Unidade de Auditoria Especializada em Recursos (AudRecursos); Unidade de Auditoria Especializada em Contratações (AudContratações).", " Rafaela Ventura Meira Lapenda (42367/OAB-PE), Mayara Guardiano Nascimento (72442/OAB-DF) e outros, representando Estrategica Engenharia Ltda; Rafaela Ventura Meira Lapenda (42367/OAB-PE), Andre Baptista Coutinho (17907/OAB-PE) e outros, representando Seplane Servicos de Engenharia e Planejamento do Nordeste Ltda; Humberto Pinto Silva (47125/OAB-PE), representando Geosistemas Engenharia e Planejamento Ltda.", "Embargos de declaração em face de acórdão mediante o qual foi indeferido pedido de medida cautelar e negado provimento a pedido de reexame interposto pela ora embargante contra acórdão por meio do qual foi considerada procedente representação a respeito de possíveis irregularidades em pregão eletrônico que teve por objeto a contratação de empresa para prestação dos serviços de supervisão da duplicação para adequação de capacidade da Rodovia BR 423/PE - Lote 01.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=866907"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 1400/2024 ATA 28/2024 - PLENÁRIO", "10/07/2024", "AROLDO CEDRAZ", "", "006.615/2024-4", "REPRESENTAÇÃO (REPR)", "", " Instituto de Engenharia Nuclear.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Leandro Adercino Santos do Couto (231019/OAB-RJ), representando Cns Nacional de Servicos Limitada. ", "REPRESENTAÇÃO. Representação referente à licitação com número 900012024, modalidade Pregão e Uasg 113203 (Objeto: Processo nº 01345.000439/2023-07CONTRATANTE (113203)INSTITUTO DE ENGENHARIA NUCLEAROBJETOContratação de empresa especializada na prestação de serviços continuados de Apoio Administrativo, de natureza comum, com dedicação exclusiva de mão de obra para o Instituto de Engenharia Nuclear (IEN), conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos)", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=29943728"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 1309/2024 ATA 27/2024 - PLENÁRIO", "03/07/2024", "ANTONIO ANASTASIA", "", "018.082/2023-8", "CONSULTA (CONS)", " Sindicato dos Empr de Empr de Asseio, Conservação, Trab Temporário, Prest Serviços e Serv Terceirizáveis do Df-Sindiservicos/DF (00.530.626/0001-00).", " Ministério da Gestão e da Inovação Em Serviços Públicos.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Danielle Patricia Costa de Souza (37555/OAB-DF), representando Sindicato dos Empr de Empr de Asseio, Conservação, Trab Temporário, Prest Serviços e Serv Terceirizáveis do Df-Sindiservicos/DF; Jonas Cecílio (14344/OAB-DF), Nara Regina da Matta Machado (65666/OAB-DF) e outros, representando Sindicato das Empresas de Asseio, Conservação, Trabalhos Temporário e Serviços Terceirizáveis do Df. ", "Embargos de declaração interposto por Sindicato dos Empr de Empr de Asseio, Conservacao, Trab Temporario, Prest Servicos e Serv Terceirizaveis do Df-sindiservicos/df contra decisão de ...", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=29927073"
"ACÓRDÃO", "ACÓRDÃO 1209/2024 ATA 25/2024 - PLENÁRIO", "19/06/2024", "ANTONIO ANASTASIA", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. DESCLASSIFICAÇÃO INDEVIDA DE LICITANTE POR INEXEQUIBILIDADE DE SUA PROPOSTA. NULIDADE DO CONTRATO. RETORNO DO PROCESSO LICITATÓRIO À FASE DE CLASSIFICAÇÃO. PEDIDO DE REEXAME. RAZÕES RECURSAIS INSUFICIENTES PARA ALTERAR O MÉRITO DO ACÓRDÃO. NEGATIVA DE PROVIMENTO DO RECURSO.", "033.093/2023-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis/Recorrentes:<br>3.1. Interessado: Estrategica Engenharia Ltda (35.467.604/0001-27).<br>3.2. Recorrente: Estrategica Engenharia Ltda (35.467.604/0001-27).", " Superintendência Regional do Dnit No Estado de Pernambuco - DNIT/MT.", " não atuou.", " Unidade de Auditoria Especializada em Recursos (AudRecursos); Unidade de Auditoria Especializada em Contratações (AudContratações).", " Rafaela Ventura Meira Lapenda (42367/OAB-PE), Mayara Guardiano Nascimento (72442/OAB-DF) e outros, representando Estrategica Engenharia Ltda; Rafaela Ventura Meira Lapenda (42367/OAB-PE), Andre Baptista Coutinho (17907/OAB-PE) e outros, representando Seplane Servicos de Engenharia e Planejamento do Nordeste Ltda; Humberto Pinto Silva (47125/OAB-PE), representando Geosistemas Engenharia e Planejamento Ltda. ", "Pedido de reexame contra acórdão mediante o qual foi conhecida e considerada procedente representação a respeito de possíveis irregularidades em pregão eletrônico que teve por objeto a contratação de empresa para prestação dos serviços de supervisão da duplicação para adequação de capacidade da Rodovia BR 423/PE - Lote 01.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=861030"
"ACÓRDÃO", "ACÓRDÃO 1207/2024 ATA 25/2024 - PLENÁRIO", "19/06/2024", "ANTONIO ANASTASIA", "CONSULTA. MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS. INDAGAÇÃO QUANTO À POSSIBILIDADE DE INDICAÇÃO, EM EDITAIS PARA CONTRATAÇÃO DE SERVIÇOS TERCEIRIZADOS COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, DA CONVENÇÃO COLETIVA DE TRABALHO QUE MELHOR SE ADEQUA À CATEGORIA PROFISSIONAL DO OBJETO CONTRATADO. CONHECIMENTO. INFORMAÇÃO À AUTORIDADE CONSULENTE. COMUNICAÇÕES. ARQUIVAMENTO.", "018.082/2023-8", "CONSULTA (CONS)", "3. Consulente: Ministra de Estado da Gestão e da Inovação Em Serviços Públicos.", " Ministério da Gestão e da Inovação Em Serviços Públicos.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Danielle Patricia Costa de Souza (37555/OAB-DF), representando Sindicato dos Empr de Empr de Asseio, Conservacao, Trab Temporario, Prest Servicos e Serv Terceirizaveis do Df-sindiservicos/df; Jonas Cecílio (14344/OAB-DF), Nara Regina da Matta Machado (65666/OAB-DF) e outros, representando Sindicato das Empresas de Asseio, Conservacao, Trabalhos Temporario e Servicos Terceirizaveis do Df. ", "Consulta acerca da possibilidade de os órgãos da Administração Pública Federal indicarem, nos respectivos editais para contratação de serviços terceirizados com dedicação exclusiva de mão de obra, a convenção coletiva de trabalho que melhor se adequa à categoria profissional do objeto contratado.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=861790"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 1144/2024 ATA 24/2024 - PLENÁRIO", "12/06/2024", "AROLDO CEDRAZ", "", "039.517/2023-3", "REPRESENTAÇÃO (REPR)", "", " Núcleo Estadual do Ministério da Saúde No Estado do Rio de Janeiro.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Gustavo Franklin Figueredo Tenorio (171405/OAB-RJ), representando Confederal - Rio Vigilancia Ltda. ", "REPRESENTAÇÃO. Representação referente à licitação com número 42023, modalidade Pregão e Uasg 250031 (Objeto: ITEM 1 - Contratação de empresa especializada na prestação dos serviços connuados de vigilância patrimonial armada e desarmada, diurna e noturna, sob oregime de dedicação exclusiva de mão de obra a serem realizados nas dependências da sede da Superintendência Estadual do Ministério da Saúde no Rio deJaneiro - SEMS /RJ.ITEM 2 - Contratação de empresa especializada e credenciada para prestação dos serviços connuados de vigilância armada e desarmada, diurna e noturna, sobo regime de dedicação exclusiva de mão de obra, cuja execução ocorrerá na: Unidade II - Cidade dos Meninos; Unidade III - Centro Cultural do Ministério daSaúde; Unidade IV- Arquivo de Realengo; Unidade V - Depósito de Bonsucesso; Unidade VI - Depósito de Del Caslho.)", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=29674832"
"ACÓRDÃO", "ACÓRDÃO 3119/2024 ATA 17/2024 - SEGUNDA CÂMARA", "21/05/2024", "ANTONIO ANASTASIA", "REPRESENTAÇÃO. CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA DESTINADOS À MANUTENÇÃO PREDIAL PREVENTIVA E CORRETIVA PARA A SECRETARIA MUNICIPAL DE SAÚDE DE JOÃO PESSOA/PB POR MEIO DE ADESÃO À ATA DE REGISTRO DE PREÇOS DA BAHIA. PARCIALMENTE PROCEDENTE. PEDIDO DE REEXAME. ÍNDICE DE REAJUSTE DEVE SER O PREVISTO NO EDITAL. PROVIMENTO PARCIAL. ALTERAÇÃO DA REDAÇÃO DA CIÊNCIA.", "031.379/2022-2", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis/Recorrentes:<br>3.1. Interessado: Bahia Secretaria da Segurança Pública (13.937.149/0001-43).<br>3.2. Recorrente: Município de João Pessoa - PB (08.778.326/0001-56).", " Município de João Pessoa - PB.", " não atuou.", " Unidade de Auditoria Especializada em Recursos (AudRecursos); Unidade de Auditoria Especializada em Contratações (AudContratações).", " não há", "Pedido de reexame em Representação interposto pelo Município de João Pessoa  (PB).", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=859600"
"ACÓRDÃO", "ACÓRDÃO 948/2024 ATA 19/2024 - PLENÁRIO", "15/05/2024", "JORGE OLIVEIRA", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. SERVIÇOS DE SEGURANÇA PATRIMONIAL. ALEGAÇÕES SOBRE FALHA NO SISTEMA COMPRAS.GOV.BR, EXCESSO DE FORMALISMO NA DESCLASSIFICAÇÃO DO REPRESENTANTE E AUSÊNCIA DE ANÁLISE DE CONTRARRAZÕES AO RECURSO, EM PREJUÍZO AO CONTRADITÓRIO E À AMPLA DEFESA. CONHECIMENTO DA REPRESENTAÇÃO. ADOÇÃO DE MEDIDA CAUTELAR PARA SUSPENSÃO DO CERTAME. OITIVAS. AUSÊNCIA DE FALHA NO SISTEMA COMPRAS.GOV.BR DURANTE A SESSÃO DE LANCES. ERRO DO LICITANTE. AUSÊNCIA DE ANÁLISE TEMPESTIVA DAS CONTRARRAZÕES AO RECURSO QUE REVOGOU A LICITAÇÃO. PREJUÍZO AO CONTRADITÓRIO E À AMPLA DEFESA. PROCEDÊNCIA PARCIAL. CONFIRMAR, NO MÉRITO, A MEDIDA CAUTELAR ADOTADA. DETERMINAÇÃO PARA ANULAÇÃO DO CERTAME.", "040.144/2023-2", "REPRESENTAÇÃO (REPR)", "3. Representante: TBI Segurança Ltda. (07.534.224/0001-22)", " Tribunal Regional do Trabalho da 3ª Região/MG", " não atuou", " Unidade de Auditoria Especializada em Contratações (AudContratações)", " Fabricio Alexander Silva (134721/OAB-MG), representando TBI Segurança Ltda.", "Representação sobre indícios de irregularidade em pregão eletrônico, cujo objeto é o registro de preços para eventual contratação de pessoa jurídica para prestação de serviço de segurança patrimonial nas dependências do Tribunal Regional do Trabalho da 3ª Região. Análise de oitiva prévia.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=859066"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 716/2024 ATA 15/2024 - PLENÁRIO", "17/04/2024", "AROLDO CEDRAZ", "", "000.574/2024-4", "REPRESENTAÇÃO (REPR)", "", " Coordenação Regional da Funai do Norte do Mato Grosso.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Raphael Galvani (19540/OAB-SC) e Ana Paula de Souza Brito (52420/OAB-SC), representando Total - Vigilancia e Seguranca Ltda. ", "REPRESENTAÇÃO. Representação referente à licitação com número 42023, modalidade Pregão e Uasg 194036 (Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviço de vigilância presencial armada, de forma indireta e contínua com dedicação exclusiva de mão de obra, diurna e noturno, nas dependências da Sede da Coordenação Regional Norte do Mato Grosso, Colíder - MT.)", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=29486519"
"ACÓRDÃO", "ACÓRDÃO 611/2024 ATA 12/2024 - PLENÁRIO", "03/04/2024", "BENJAMIN ZYMLER", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. DESCLASSIFICAÇÃO INDEVIDA DE LICITANTE POR INEXEQUIBILIDADE DE SUA PROPOSTA. NULIDADE DO CONTRATO. RETORNO DO PROCESSO LICITATÓRIO À FASE DE CLASSIFICAÇÃO. EMBARGOS DE DECLARAÇÃO. CONHECIMENTO. NÃO ACOLHIMENTO.", "033.093/2023-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis/Recorrentes:<br>3.1. Interessado: Estrategica Engenharia Ltda (35.467.604/0001-27).<br>3.2. Recorrente: Estrategica Engenharia Ltda (35.467.604/0001-27)..", " Superintendência Regional do Dnit No Estado de Pernambuco - DNIT/MT.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " <br>8.1. Luís Felipe Vasconcelos de Melo Cavalcanti (OAB/PE 42.884) e outros, representando Estratégica Engenharia Ltda;<br>8.2. Rafaela Ventura Meira Lapenda (42367/OAB-PE), André Baptista Coutinho (17907/OAB-PE) e outros, representando Seplane Serviços de Engenharia e Planejamento do Nordeste Ltda; <br>8.3. Humberto Pinto Silva (47125/OAB-PE), representando Geosistemas Engenharia e Planejamento Ltda.   ", "Embargos de declaração em face de acórdão que expediu determinações no âmbito de representação acerca de possíveis irregularidades ocorridas em pregão eletrônico que tinha por objeto a contratação de empresa para prestação dos serviços de supervisão da duplicação para adequação de capacidade da Rodovia BR 423/PE - Lote 01.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=856202"
"ACÓRDÃO", "ACÓRDÃO 507/2024 ATA 11/2024 - PLENÁRIO", "27/03/2024", "AUGUSTO NARDES", "DENÚNCIA. PREGÃO. DESCLASSIFICAÇÃO ARBITRÁRIA DA QUASE TOTALIDADE DOS LICITANTES, ANTES DA FASE DE LANCES, EM RAZÃO DE FALHAS SANÁVEIS. HABILITAÇÃO TÉCNICA INDEVIDA DA EMPRESA VENCEDORA DO CERTAME. INDÍCIOS DE DIRECIONAMENTO E FRAUDE À LICITAÇÃO, COM POTENCIAL DANO AO ERÁRIO. PRESENÇA DO FUMUS BONI IURIS E DO PERICULUM IN MORA. CONCESSÃO DE MEDIDA CAUTELAR SUSPENDENDO O PROCEDIMENTO ATÉ O ADVENTO DE DELIBERAÇÃO DEFINITIVA DO TRIBUNAL A RESPEITO. OITIVA. REFERENDO DO PLENÁRIO.", "040.302/2023-7", "DENÚNCIA (DEN)", "3. Denunciante: identidade preservada (art. 55, caput, da Lei 8.443/1992).", " Distrito Sanitário Especial Indígena Amapá/Norte do Pará (DSEI/APM).", " não atuou.", " Unidade de Auditoria Especializada em Contratações - AudContratações.", " não há.", "Referendo de medida cautelar em denúncia sobre possíveis irregularidades em pregão eletrônico cujo objeto é a contratação de serviços continuados de natureza comum de apoio administrativo, com dedicação exclusiva de mão de obra, nas áreas específicas de Auxiliar Administrativo III nível médio, Auxiliar Administrativo IV nível superior e Recepcionista nível médio.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=856944"
"ACÓRDÃO", "ACÓRDÃO 379/2024 ATA 8/2024 - PLENÁRIO", "06/03/2024", "BENJAMIN ZYMLER", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. DESCLASSIFICAÇÃO INDEVIDA DE LICITANTE POR INEXEQUIBILIDADE DE SUA PROPOSTA. NULIDADE DO CONTRATO. RETORNO DO PROCESSO LICITATÓRIO À FASE DE CLASSIFICAÇÃO.", "033.093/2023-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessado: Estratégica Engenharia Ltda (35.467.604/0001-27)..", " Superintendência Regional do Dnit No Estado de Pernambuco - DNIT/MT.", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " <br>8.1. Luís Felipe Vasconcelos de Melo Cavalcanti (OAB/PE 42.884), Rafaela Ventura Meira Lapenda (42367/OAB-PE), Mayara Guardiano Nascimento (72442/OAB-DF) e outros, representando Estratégica Engenharia Ltda; <br>8.2. Rafaela Ventura Meira Lapenda (42367/OAB-PE), Andre Baptista Coutinho (17907/OAB-PE) e outros, representando Seplane Servicos de Engenharia e Planejamento do Nordeste Ltda; <br>8.3. Humberto Pinto Silva (47125/OAB-PE), representando Geosistemas Engenharia e Planejamento Ltda. ", "Representação sobre possíveis irregularidades em pregão eletrônico para contratação de empresa para prestação dos serviços de supervisão da duplicação para adequação de capacidade da Rodovia BR 423/PE - Lote 01. Análise de oitivas.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=853769"
"ACÓRDÃO", "ACÓRDÃO 153/2024 ATA 4/2024 - PLENÁRIO", "07/02/2024", "AUGUSTO NARDES", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO 262/2023. PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO E TÉCNICO. INDÍCIOS DE IRREGULARIDADES. ELEVADO VALOR CONTRATUAL. OITIVA PRÉVIA. NÃO SANEAMENTO DOS AUTOS. CONCESSÃO DE CAUTELAR. DILIGÊNCIA. REFERENDO DE CAUTELAR. AGRAVO. CONHECIMENTO. RAZÕES INSUFICIENTES PARA ACOLHIMENTO. NÃO PROVIMENTO. COMUNICAÇÃO. RETORNO DOS AUTOS À UNIDADE TÉCNICA.", "040.253/2023-6", "REPRESENTAÇÃO (REPR)", "3. Agravante: Fundação Oswaldo Cruz (Fiocruz).", " Instituto de Tecnologia em Imunobiológicos (BioManguinhos), da Fundação Oswaldo Cruz (Fiocruz).", " não atuou.", " não atuou.", " Daniel Gustavo Santos Roque (311195/OAB-SP), entre outros, representando o Instituto de Tecnologia em Imunobiológicos; Priscilla Paiva Takieddine (325728/OAB-SP), representando a BK Consultoria e Serviços Ltda. ", "Agravo interposto contra acórdão que referendou a medida cautelar em representação acerca de possíveis irregularidades em licitação cujo objeto é a prestação de serviços de apoio administrativo e técnico, acessórios e instrumentais aos processos de produção, qualidade, desenvolvimento tecnológico e gestão no ramo de imunobiológicos - vacinas, reativos para diagnóstico, biofármacos, e outros insumos/serviços estratégicos em saúde de interesse do Sistema Único de Saúde (SUS).", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=852695"
"ACÓRDÃO", "ACÓRDÃO 61/2024 ATA 2/2024 - PLENÁRIO", "24/01/2024", "AUGUSTO NARDES", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO 262/2023. PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO E TÉCNICO. INDÍCIOS DE IRREGULARIDADES. ELEVADO VALOR CONTRATUAL. OITIVA PRÉVIA. NÃO SANEAMENTO DOS AUTOS. CONCESSÃO DE CAUTELAR. DILIGÊNCIA. PROPOSTA DE AUDITORIA. REFERENDO DE CAUTELAR.", "040.253/2023-6", "REPRESENTAÇÃO (REPR)", "3. Representante: BK Consultoria e Serviços Ltda. (03.022.122/0001-77).", " Instituto de Tecnologia em Imunobiológicos (BioManguinhos), da Fundação Oswaldo Cruz (Fiocruz).", " não atuou.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Jorge André Ferreira de Moraes (148800/OAB-RJ) e Raquel Araújo Simoes (076893/OAB-RJ), representando o Instituto de Tecnologia em Imunobiológicos; Priscilla Paiva Takieddine (325728/OAB-SP), representando a BK Consultoria e Serviços Ltda. ", "Referendo de medida cautelar em representação acerca de possíveis irregularidades em licitação cujo objeto é a prestação de serviços de apoio administrativo e técnico, acessórios e instrumentais aos processos de produção, qualidade, desenvolvimento tecnológico e gestão no ramo de imunobiológicos - vacinas, reativos para diagnóstico, biofármacos, e outros insumos/serviços estratégicos em saúde de interesse do Sistema Único de Saúde (SUS).;", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=852150"
"ACÓRDÃO", "ACÓRDÃO 2717/2023 ATA 51/2023 - PLENÁRIO", "13/12/2023", "VITAL DO RÊGO", "CONSULTA. DÚVIDA SOBRE A FORMA DE CONTABILIZAÇÃO DOS DEPÓSITOS VINCULADOS COM BLOQUEIO DE MOVIMENTAÇÃO, DESTINADOS EXCLUSIVAMENTE AO PAGAMENTO DE COMPROMISSOS TRABALHISTAS E PREVIDENCIÁRIOS DE RESPONSABILIDADE PRIMÁRIA DAS EMPRESAS FORNECEDORAS DE MÃO DE OBRA TERCEIRIZADA CONTRATADAS PELA ADMINISTRAÇÃO PÚBLICA FEDERAL. NECESSIDADE DE REGISTRO EM CONTA DO ATIVO DO ÓRGÃO OU ENTIDADE CONTRATANTE, COM CONTRAPARTIDA NO PASSIVO, BEM COMO DE DIVULGAÇÃO EM NOTAS EXPLICATIVAS. RESPOSTA AO CONSULENTE. NOTIFICAÇÃO À SECRETARIA DO TESOURO NACIONAL.", "037.425/2021-8", "CONSULTA (CONS)", "3. Consulente: Senador Rodrigo Pacheco, Presidente do Senado Federal.", " Senado Federal.", " não atuou.", " Unidade de Auditoria Especializada em Certificação de Contas (AudFinanceira).", " não há.", "Consulta acerca da forma de contabilização dos Depósitos em Garantia Bloqueados para Movimentação (DGBM), que possibilitam a retenção de verbas e encargos trabalhistas e rescisórios de contratos de terceirização de mão de obra.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=849665"
"ACÓRDÃO", "ACÓRDÃO 2464/2023 ATA 49/2023 - PLENÁRIO", "29/11/2023", "WALTON ALENCAR RODRIGUES", "RELATÓRIO DE AUDITORIA. SUCESSIVAS CONTRATAÇÕES DIRETAS. SOBREPREÇO. DETERMINAÇÃO. ENCONTRO DE CONTAS. MULTA. PEDIDO DE REEXAME. CONHECIMENTO. NÃO PROVIMENTO.", "032.011/2015-6", "RELATÓRIO DE AUDITORIA (RA)", "3. Interessados/Responsáveis/Recorrentes:<br>3.1. Interessado: Ondrepsb Limpeza e Serviços Especiais Ltda (83.953.331/0001-73).<br>3.2. Responsáveis: Antônio Carlos Montezuma Brito (051.518.132-34); Jair Napoleão Filho (342.374.379-49); Universidade Federal de Santa Catarina (83.899.526/0001-82).<br>3.3. Recorrente: Antônio Carlos Montezuma Brito (051.518.132-34).", " Universidade Federal de Santa Catarina.", " Subprocurador-Geral Paulo Soares Bugarin.", " Unidade de Auditoria Especializada em Contratações (AudContratações).", " Thamna Puel de Oliveira (35717/OAB-SC) e Durval Jose Silva Leite (35746/OAB-SC); Luiz Ermes Bordin e Sandro Luiz Rodrigues Araújo (11.148/OAB-SC). ", "Pedido de reexame contra acórdão que aplicou multa ao recorrente em sede de auditoria de conformidade realizada com o objetivo de analisar contratações de serviços de limpeza, conservação e asseio, celebradas mediante sucessivas dispensas de licitação.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=843694"
